,ds,Valor
565,2021-11-18,596.602056
566,2021-11-19,596.346485
567,2021-11-20,596.649563
568,2021-11-21,593.901548
569,2021-11-22,584.750973
570,2021-11-23,584.849729
571,2021-11-24,584.796626
572,2021-11-25,590.69289
573,2021-11-26,584.503924
574,2021-11-27,584.906845
575,2021-11-28,584.646201
576,2021-11-29,574.634308
577,2021-11-30,564.985986
578,2021-12-01,564.837582
579,2021-12-02,564.995149
580,2021-12-03,564.853693
581,2021-12-04,564.950201
582,2021-12-05,564.634308
583,2021-12-06,564.24502
584,2021-12-07,563.763435
585,2021-12-08,563.786232
586,2021-12-09,568.436147
587,2021-12-10,568.036058
588,2021-12-11,567.771184
589,2021-12-12,568.264519
590,2021-12-13,559.092957
591,2021-12-14,558.450858
592,2021-12-15,558.042105
593,2021-12-16,557.740888
594,2021-12-17,567.930932
595,2021-12-18,567.669359
596,2021-12-19,567.473347
597,2021-12-20,565.972712
598,2021-12-21,564.976448
599,2021-12-22,564.407378
600,2021-12-23,564.016014
601,2021-12-24,563.990004
602,2021-12-25,564.276079
603,2021-12-26,564.507948
604,2021-12-27,563.591693
605,2021-12-28,563.050277
606,2021-12-29,562.680514
607,2021-12-30,549.972851
608,2021-12-31,550.401831
609,2022-01-01,550.485221
610,2022-01-02,553.606377
611,2022-01-03,553.936503
612,2022-01-04,553.244484
613,2022-01-05,552.592116
614,2022-01-06,551.264131
615,2022-01-07,551.626129
616,2022-01-08,551.327903
617,2022-01-09,553.849523
618,2022-01-10,550.011789
619,2022-01-11,534.283967
620,2022-01-12,529.628421
621,2022-01-13,529.423254
622,2022-01-14,529.571273
623,2022-01-15,529.573267
624,2022-01-16,534.938239
625,2022-01-17,536.36141
626,2022-01-18,535.857333
627,2022-01-19,528.524642
628,2022-01-20,532.652233
629,2022-01-21,529.982157
630,2022-01-22,529.959097
631,2022-01-23,529.647252
632,2022-01-24,529.347717
633,2022-01-25,528.21621
634,2022-01-26,528.211117
635,2022-01-27,528.426136
636,2022-01-28,528.977693
637,2022-01-29,528.891402
638,2022-01-30,528.632355
639,2022-01-31,528.869416
640,2022-02-01,526.332036
641,2022-02-02,524.834868
642,2022-02-03,521.848076
643,2022-02-04,521.916863
644,2022-02-05,521.902805
645,2022-02-06,519.192805
646,2022-02-07,522.060807
647,2022-02-08,521.886285
648,2022-02-09,521.657756
649,2022-02-10,528.415719
650,2022-02-11,527.580999
651,2022-02-12,527.466221
652,2022-02-13,527.622799
653,2022-02-14,527.315152
654,2022-02-15,525.798276
655,2022-02-16,514.651812
656,2022-02-17,514.877819
657,2022-02-18,507.431369
658,2022-02-19,507.474941
659,2022-02-20,507.233657
660,2022-02-21,502.662914
661,2022-02-22,499.10153
662,2022-02-23,499.176806
663,2022-02-24,496.888349
664,2022-02-25,496.441452
665,2022-02-26,496.593781
666,2022-02-27,496.622166
667,2022-02-28,496.229479
668,2022-03-01,496.51129
669,2022-03-02,496.51881
670,2022-03-03,493.935628
671,2022-03-04,494.300649
672,2022-03-05,493.986314
673,2022-03-06,476.186466
674,2022-03-07,475.046559
675,2022-03-08,474.870536
676,2022-03-09,474.119484
677,2022-03-10,472.562387
678,2022-03-11,472.856761
679,2022-03-12,472.97617
680,2022-03-13,469.422049
681,2022-03-14,469.607732
682,2022-03-15,460.677948
683,2022-03-16,456.794643
684,2022-03-17,455.558332
685,2022-03-18,455.568312
686,2022-03-19,455.550607
687,2022-03-20,455.878076
688,2022-03-21,455.662524
689,2022-03-22,453.646736
690,2022-03-23,453.780528
691,2022-03-24,455.373576
692,2022-03-25,455.649033
693,2022-03-26,455.419446
694,2022-03-27,455.388071
695,2022-03-28,450.437959
696,2022-03-29,449.775026
697,2022-03-30,447.65
698,2022-03-31,448.073881
699,2022-04-01,444.191221
700,2022-04-02,444.114164
701,2022-04-03,444.337218
702,2022-04-04,444.485332
703,2022-04-05,443.554669
704,2022-04-06,442.249976
705,2022-04-07,438.239173
706,2022-04-08,438.327687
707,2022-04-09,438.174965
708,2022-04-10,438.401156
709,2022-04-11,438.655378
710,2022-04-12,420.712592
711,2022-04-13,420.724762
712,2022-04-14,421.30599
713,2022-04-15,421.167219
714,2022-04-16,421.356082
715,2022-04-17,426.622077
716,2022-04-18,418.84252
717,2022-04-19,415.319397
718,2022-04-20,411.784852
719,2022-04-21,411.820455
720,2022-04-22,411.529622
721,2022-04-23,411.722703
722,2022-04-24,403.970347
723,2022-04-25,403.916988
724,2022-04-26,403.893741
725,2022-04-27,408.208714
726,2022-04-28,407.361448
727,2022-04-29,405.454697
728,2022-04-30,405.550923
729,2022-05-01,405.635824
730,2022-05-02,404.814296
731,2022-05-03,406.154956
732,2022-05-04,405.020689
733,2022-05-05,405.587066
734,2022-05-06,405.303683
735,2022-05-07,405.411261
736,2022-05-08,405.338546
737,2022-05-09,402.727672
738,2022-05-10,405.810383
739,2022-05-11,404.390734
740,2022-05-12,406.310673
741,2022-05-13,406.198516
742,2022-05-14,406.413903
743,2022-05-15,408.686077
744,2022-05-16,408.879465
745,2022-05-17,411.335696
746,2022-05-18,410.888086
747,2022-05-19,414.177919
748,2022-05-20,415.116092
749,2022-05-21,415.070245
750,2022-05-22,414.963492
751,2022-05-23,416.407956
752,2022-05-24,418.062386
753,2022-05-25,419.500647
754,2022-05-26,419.510088
755,2022-05-27,419.18767
756,2022-05-28,419.025109
757,2022-05-29,419.128741
758,2022-05-30,419.037801
759,2022-05-31,423.123915
760,2022-06-01,424.066919
761,2022-06-02,426.078399
762,2022-06-03,425.887663
763,2022-06-04,426.035826
764,2022-06-05,425.70943
765,2022-06-06,427.797625
766,2022-06-07,431.281074
767,2022-06-08,429.603165
768,2022-06-09,433.031452
769,2022-06-10,433.065285
770,2022-06-11,432.946598
771,2022-06-12,435.508252
772,2022-06-13,434.412516
773,2022-06-14,434.092603
774,2022-06-15,435.264923
775,2022-06-16,433.589501
776,2022-06-17,433.470816
777,2022-06-18,433.660769
778,2022-06-19,433.542642
779,2022-06-20,432.838074
780,2022-06-21,431.978797
781,2022-06-22,430.593361
782,2022-06-23,429.113809
783,2022-06-24,428.673662
784,2022-06-25,428.867047
785,2022-06-26,428.74764
786,2022-06-27,427.422082
787,2022-06-28,427.855505
788,2022-06-29,427.820754
789,2022-06-30,428.026663
790,2022-07-01,428.226589
791,2022-07-02,428.356293
792,2022-07-03,428.235535
793,2022-07-04,426.535439
794,2022-07-05,427.225021
795,2022-07-06,427.919892
796,2022-07-07,429.261966
797,2022-07-08,430.505226
798,2022-07-09,430.597494
799,2022-07-10,430.631471
800,2022-07-11,429.620381
801,2022-07-12,429.630146
802,2022-07-13,430.694062
803,2022-07-14,432.369268
804,2022-07-15,431.609277
805,2022-07-16,431.730969
806,2022-07-17,431.739126
807,2022-07-18,429.072693
808,2022-07-19,429.677382
809,2022-07-20,430.094506
810,2022-07-21,430.895196
811,2022-07-22,431.885532
812,2022-07-23,432.011711
813,2022-07-24,431.847702
814,2022-07-25,430.774388
815,2022-07-26,432.081241
816,2022-07-27,432.006428
817,2022-07-28,432.312683
818,2022-07-29,432.233747
819,2022-07-30,432.343023
820,2022-07-31,432.863129
821,2022-08-01,432.561137
822,2022-08-02,431.988594
823,2022-08-03,431.525416
824,2022-08-04,430.836054
825,2022-08-05,430.732001
826,2022-08-06,430.986096
827,2022-08-07,429.964225
828,2022-08-08,429.976828
829,2022-08-09,429.210807
830,2022-08-10,429.463606
831,2022-08-11,428.499319
832,2022-08-12,429.035761
833,2022-08-13,429.247546
834,2022-08-14,429.207587
835,2022-08-15,428.541968
836,2022-08-16,428.757417
837,2022-08-17,428.860709
838,2022-08-18,429.384187
839,2022-08-19,428.254109
840,2022-08-20,428.520557
841,2022-08-21,428.675388
842,2022-08-22,429.322496
843,2022-08-23,428.256709
844,2022-08-24,428.062291
845,2022-08-25,429.01584
846,2022-08-26,428.362631
847,2022-08-27,428.040783
848,2022-08-28,428.301946
849,2022-08-29,428.621478
850,2022-08-30,428.568037
851,2022-08-31,429.419475
852,2022-09-01,428.13861
853,2022-09-02,428.432554
854,2022-09-03,428.481095
855,2022-09-04,428.558655
856,2022-09-05,428.150128
857,2022-09-06,427.892933
858,2022-09-07,428.723435
859,2022-09-08,429.550681
860,2022-09-09,429.113575
861,2022-09-10,429.352753
862,2022-09-11,428.032686
863,2022-09-12,428.19459
864,2022-09-13,429.246111
865,2022-09-14,431.019305
866,2022-09-15,431.358774
867,2022-09-16,429.639481
868,2022-09-17,429.770167
869,2022-09-18,429.718272
870,2022-09-19,429.678916
871,2022-09-20,431.705209
872,2022-09-21,431.57487
873,2022-09-22,432.192258
874,2022-09-23,430.840194
875,2022-09-24,430.81536
876,2022-09-25,430.781585
877,2022-09-26,430.981283
878,2022-09-27,431.774462
879,2022-09-28,432.448982
880,2022-09-29,433.345605
881,2022-09-30,433.335897
882,2022-10-01,433.195288
883,2022-10-02,433.385089
884,2022-10-03,433.85692
885,2022-10-04,434.534551
886,2022-10-05,434.60158
887,2022-10-06,436.364958
888,2022-10-07,436.18289
889,2022-10-08,435.808027
890,2022-10-09,439.109666
891,2022-10-10,440.162818
892,2022-10-11,441.62805
893,2022-10-12,439.072302
894,2022-10-13,440.481301
895,2022-10-14,440.624321
896,2022-10-15,440.950565
897,2022-10-16,442.316384
898,2022-10-17,443.51899
899,2022-10-18,447.471323
900,2022-10-19,447.950154
901,2022-10-20,449.531821
902,2022-10-21,452.340333
903,2022-10-22,452.145306
904,2022-10-23,452.478853
905,2022-10-24,454.844449
906,2022-10-25,474.747944
907,2022-10-26,480.168243
908,2022-10-27,480.679203
909,2022-10-28,481.951167
910,2022-10-29,482.043861
911,2022-10-30,482.109455
912,2022-10-31,484.667655
913,2022-11-01,487.771993
914,2022-11-02,488.093887
915,2022-11-03,488.036702
916,2022-11-04,488.185443
917,2022-11-05,488.08192
918,2022-11-06,487.631322
919,2022-11-07,488.201278
920,2022-11-08,487.201897
921,2022-11-09,488.147688
922,2022-11-10,493.513874
923,2022-11-11,493.666603
924,2022-11-12,493.582688
925,2022-11-13,493.672133
926,2022-11-14,496.874052
927,2022-11-15,501.309728
928,2022-11-16,506.975482
929,2022-11-17,506.055492
930,2022-11-18,510.892648
931,2022-11-19,510.721113
932,2022-11-20,510.429614
933,2022-11-21,509.009048
934,2022-11-22,508.184275
935,2022-11-23,510.426166
936,2022-11-24,511.304072
937,2022-11-25,511.791658
938,2022-11-26,512.019859
939,2022-11-27,511.655817
940,2022-11-28,507.031035
941,2022-11-29,506.794402
942,2022-11-30,506.542707
943,2022-12-01,506.405372
944,2022-12-02,506.095584
945,2022-12-03,506.223716
946,2022-12-04,506.012057
947,2022-12-05,505.006705
948,2022-12-06,504.444463
949,2022-12-07,504.201019
950,2022-12-08,504.45291
951,2022-12-09,503.695506
952,2022-12-10,504.111225
953,2022-12-11,504.146409
954,2022-12-12,504.261911
955,2022-12-13,504.98222
956,2022-12-14,504.23458
957,2022-12-15,503.950216
958,2022-12-16,503.895119
959,2022-12-17,504.248675
960,2022-12-18,504.207058
961,2022-12-19,504.086213
962,2022-12-20,504.347549
963,2022-12-21,503.853198
964,2022-12-22,503.340299
965,2022-12-23,503.453302
966,2022-12-24,503.542426
967,2022-12-25,503.630948
968,2022-12-26,503.250358
969,2022-12-27,503.789717
970,2022-12-28,503.480383
971,2022-12-29,503.477126
972,2022-12-30,503.284719
973,2022-12-31,503.222596
974,2023-01-01,503.62532
975,2023-01-02,503.079199
976,2023-01-03,503.471822
977,2023-01-04,503.406672
978,2023-01-05,503.334575
979,2023-01-06,503.515953
980,2023-01-07,503.634082
981,2023-01-08,503.884774
982,2023-01-09,503.507179
983,2023-01-10,503.492715
984,2023-01-11,503.471391
985,2023-01-12,503.604258
986,2023-01-13,503.270675
987,2023-01-14,503.73891
988,2023-01-15,503.796724
989,2023-01-16,503.79109
990,2023-01-17,503.335482
991,2023-01-18,503.623883
992,2023-01-19,503.345459
993,2023-01-20,503.047582
994,2023-01-21,503.200124
995,2023-01-22,503.12807
996,2023-01-23,502.866236
997,2023-01-24,502.936928
998,2023-01-25,504.510501
999,2023-01-26,504.453921
1000,2023-01-27,504.020867
